Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
19	0.1800	-35.074287	-339.551849	1008.706970	21.090361	-343.498413	1011.787781	-54.731895	-312.368591	964.222046	-0.884990	-316.146759	967.098511	7.432636	-252.404053	865.762695	188.506348	-425.476074	1222.689331	201.168945	-443.314606	1194.961426	150.692566	-383.672668	1238.087036	195.386917	-449.471649	1143.996704	146.298065	-388.045074	1188.180786
20	0.1900	-35.074261	-339.552124	1008.707092	21.090345	-343.498810	1011.787537	-54.731796	-312.366302	964.223145	-0.884950	-316.147186	967.098145	7.432584	-252.403809	865.762268	188.517029	-425.388794	1222.666016	201.190002	-443.234344	1194.937744	150.679245	-383.593964	1238.058472	195.409698	-449.407043	1143.971802	146.301926	-387.988922	1188.152466
21	0.2000	-35.074257	-339.552399	1008.707275	21.090313	-343.499176	1011.787354	-54.731712	-312.363983	964.224182	-0.884926	-316.147614	967.097839	7.432523	-252.403580	865.761902	188.523560	-425.305725	1222.643799	201.206802	-443.156281	1194.915649	150.661942	-383.520935	1238.031738	195.428268	-449.342468	1143.948730	146.301819	-387.933472	1188.125366
22	0.2100	-35.074268	-339.552643	1008.707397	21.090261	-343.499542	1011.787170	-54.731647	-312.361725	964.225220	-0.884918	-316.148041	967.097534	7.432453	-252.403351	865.761536	188.526093	-425.226624	1222.622803	201.219391	-443.080231	1194.895142	150.640869	-383.453186	1238.006714	195.442657	-449.277924	1143.927612	146.297791	-387.878632	1188.099609
23	0.2200	-35.074303	-339.552948	1008.707520	21.090191	-343.499939	1011.786987	-54.731598	-312.359467	964.226257	-0.884927	-316.148468	967.097229	7.432374	-252.403122	865.761169	188.524734	-425.151215	1222.602783	201.227798	-443.006073	1194.875977	150.616333	-383.390320	1237.983276	195.452866	-449.213318	1143.908203	146.289856	-387.824249	1188.075073
24	0.2300	-35.074356	-339.553223	1008.707703	21.090103	-343.500305	1011.786743	-54.731564	-312.357208	964.227295	-0.884953	-316.148895	967.096924	7.432285	-252.402908	865.760803	188.519623	-425.079254	1222.583862	201.232071	-442.933655	1194.858521	150.588593	-383.331940	1237.961426	195.458923	-449.148621	1143.890747	146.278061	-387.770264	1188.051758
25	0.2400	-35.074429	-339.553497	1008.707825	21.089998	-343.500702	1011.786560	-54.731544	-312.354980	964.228271	-0.884995	-316.149323	967.096619	7.432187	-252.402710	865.760498	188.510864	-425.010498	1222.566040	201.232254	-442.862823	1194.842407	150.557938	-383.277679	1237.940918	195.460846	-449.083710	1143.875244	146.262405	-387.716553	1188.029785
26	0.2500	-35.074520	-339.553802	1008.707947	21.089874	-343.501068	1011.786377	-54.731544	-312.352783	964.229309	-0.885053	-316.149780	967.096313	7.432080	-252.402496	865.760132	188.498611	-424.944580	1222.549194	201.228378	-442.793396	1194.827881	150.524658	-383.227051	1237.921753	195.458633	-449.018585	1143.861450	146.242935	-387.662964	1188.008911
27	0.2600	-35.074635	-339.554108	1008.708069	21.089731	-343.501465	1011.786255	-54.731560	-312.350586	964.230286	-0.885128	-316.150208	967.096008	7.431963	-252.402298	865.759766	188.482956	-424.881287	1222.533447	201.220474	-442.725220	1194.814941	150.488998	-383.179688	1237.903931	195.452301	-448.953125	1143.849609	146.219650	-387.609344	1187.989258
28	0.2700	-35.074768	-339.554413	1008.708191	21.089571	-343.501862	1011.786072	-54.731594	-312.348419	964.231262	-0.885220	-316.150635	967.095703	7.431838	-252.402115	865.759460	188.464005	-424.820282	1222.518555	201.208588	-442.658142	1194.803345	150.451218	-383.135132	1237.887207	195.441879	-448.887299	1143.839600	146.192612	-387.555634	1187.970703
29	0.2800	-35.074921	-339.554718	1008.708252	21.089394	-343.502258	1011.785889	-54.731644	-312.346283	964.232239	-0.885327	-316.151062	967.095459	7.431703	-252.401932	865.759094	188.441849	-424.761261	1222.504761	201.192719	-442.591919	1194.793457	150.411545	-383.092987	1237.871582	195.427368	-448.820953	1143.831543	146.161804	-387.501617	1187.953369
30	0.2900	-35.075092	-339.555023	1008.708374	21.089197	-343.502655	1011.785706	-54.731709	-312.344116	964.233154	-0.885452	-316.151520	967.095154	7.431559	-252.401749	865.758789	188.416565	-424.703918	1222.491821	201.172897	-442.526367	1194.785034	150.370178	-383.052765	1237.856934	195.408783	-448.754059	1143.825317	146.127258	-387.447174	1187.937012
31	0.3000	-35.075283	-339.555328	1008.708435	21.088982	-343.503052	1011.785583	-54.731789	-312.342010	964.234131	-0.885592	-316.151947	967.094849	7.431406	-252.401581	865.758484	188.388184	-424.647980	1222.479858	201.149124	-442.461334	1194.778076	150.327286	-383.014099	1237.843140	195.386154	-448.686493	1143.820923	146.088959	-387.392151	1187.921875
32	0.3100	-35.075497	-339.555664	1008.708557	21.088749	-343.503448	1011.785400	-54.731888	-312.339905	964.235046	-0.885750	-316.152374	967.094543	7.431243	-252.401413	865.758179	188.356735	-424.593079	1222.468872	201.121399	-442.396606	1194.772705	150.282959	-382.976532	1237.830322	195.359451	-448.618195	1143.818481	146.046951	-387.336395	1187.907715
33	0.3200	-35.075729	-339.556000	1008.708618	21.088499	-343.503845	1011.785278	-54.732002	-312.337830	964.235962	-0.885923	-316.152802	967.094299	7.431072	-252.401260	865.757874	188.322235	-424.538940	1222.458862	201.089706	-442.331940	1194.769043	150.237305	-382.939667	1237.818237	195.328720	-448.549072	1143.817871	146.001190	-387.279724	1187.894653
34	0.3300	-35.075981	-339.556335	1008.708679	21.088230	-343.504272	1011.785095	-54.732136	-312.335754	964.236877	-0.886113	-316.153259	967.093994	7.430891	-252.401108	865.757568	188.284637	-424.485199	1222.449829	201.054031	-442.267151	1194.766846	150.190292	-382.903046	1237.806885	195.293945	-448.478973	1143.819214	145.951691	-387.221985	1187.882690
35	0.3400	-35.076252	-339.556671	1008.708801	21.087942	-343.504669	1011.784973	-54.732281	-312.333679	964.237793	-0.886320	-316.153687	967.093689	7.430701	-252.400955	865.757263	188.243896	-424.431549	1222.441895	201.014359	-442.202026	1194.766357	150.141937	-382.866333	1237.796265	195.255157	-448.407837	1143.822388	145.898438	-387.163025	1187.871704
36	0.3500	-35.076546	-339.557037	1008.708862	21.087637	-343.505066	1011.784851	-54.732445	-312.331665	964.238647	-0.886543	-316.154114	967.093445	7.430502	-252.400818	865.756958	188.199936	-424.377716	1222.434937	200.970612	-442.136322	1194.767578	150.092117	-382.829041	1237.786255	195.212326	-448.335571	1143.827515	145.841385	-387.102631	1187.861572
37	0.3600	-35.076855	-339.557373	1008.708923	21.087315	-343.505493	1011.784668	-54.732628	-312.329651	964.239563	-0.886782	-316.154572	967.093140	7.430294	-252.400696	865.756714	188.152634	-424.323303	1222.429077	200.922760	-442.069824	1194.770508	150.040695	-382.790863	1237.776978	195.165482	-448.262024	1143.834595	145.780533	-387.040680	1187.852539
38	0.3700	-35.077187	-339.557739	1008.708923	21.086973	-343.505920	1011.784546	-54.732822	-312.327637	964.240417	-0.887038	-316.154999	967.092896	7.430076	-252.400558	865.756409	188.101868	-424.268036	1222.424438	200.870758	-442.002350	1194.775146	149.987503	-382.751343	1237.768433	195.114639	-448.187103	1143.843628	145.715836	-386.976990	1187.844482
39	0.3800	-35.077538	-339.558105	1008.708984	21.086615	-343.506317	1011.784424	-54.733036	-312.325653	964.241272	-0.887310	-316.155457	967.092590	7.429849	-252.400452	865.756165	188.047501	-424.211548	1222.421143	200.814514	-441.933594	1194.781616	149.932281	-382.710114	1237.760498	195.059769	-448.110718	1143.854614	145.647263	-386.911346	1187.837280
40	0.3900	-35.077911	-339.558472	1008.709045	21.086237	-343.506744	1011.784302	-54.733269	-312.323669	964.242126	-0.887599	-316.155884	967.092346	7.429614	-252.400330	865.755859	187.989334	-424.153564	1222.418945	200.753983	-441.863403	1194.789917	149.874771	-382.666779	1237.753296	195.000885	-448.032745	1143.867432	145.574753	-386.843597	1187.830933
41	0.4000	-35.078300	-339.558838	1008.709045	21.085842	-343.507172	1011.784180	-54.733513	-312.321747	964.242981	-0.887904	-316.156311	967.092102	7.429368	-252.400223	865.755615	187.927185	-424.093750	1222.418335	200.689072	-441.791473	1194.800049	149.814636	-382.621033	1237.746826	194.938019	-447.953033	1143.882324	145.498291	-386.773590	1187.825684
42	0.4100	-35.078712	-339.559204	1008.709106	21.085428	-343.507599	1011.784058	-54.733776	-312.319794	964.243774	-0.888225	-316.156769	967.091797	7.429114	-252.400131	865.755371	187.860840	-424.031738	1222.419067	200.619705	-441.717621	1194.812256	149.751526	-382.572479	1237.741089	194.871140	-447.871521	1143.899170	145.417801	-386.701080	1187.821167
43	0.4200	-35.079140	-339.559601	1008.709106	21.084997	-343.508026	1011.783936	-54.734055	-312.317871	964.244629	-0.888563	-316.157196	967.091553	7.428851	-252.400024	865.755127	187.790115	-423.967285	1222.421265	200.545807	-441.641602	1194.826294	149.685104	-382.520782	1237.736084	194.800278	-447.788025	1143.918091	145.333252	-386.625946	1187.817627
44	0.4300	-35.079590	-339.559998	1008.709106	21.084547	-343.508453	1011.783875	-54.734352	-312.315979	964.245422	-0.888917	-316.157654	967.091309	7.428578	-252.399948	865.754883	187.714767	-423.900024	1222.425171	200.467300	-441.563171	1194.842529	149.614944	-382.465576	1237.731934	194.725433	-447.702484	1143.938843	145.244598	-386.548035	1187.814819
45	0.4400	-35.080063	-339.560364	1008.709167	21.084080	-343.508881	1011.783752	-54.734661	-312.314117	964.246216	-0.889287	-316.158081	967.091064	7.428297	-252.399857	865.754639	187.634583	-423.829651	1222.430786	200.384125	-441.482117	1194.860840	149.540665	-382.406586	1237.728638	194.646622	-447.614777	1143.961670	145.151779	-386.467102	1187.812988
46	0.4500	-35.080551	-339.560760	1008.709167	21.083595	-343.509308	1011.783630	-54.734993	-312.312225	964.246948	-0.889674	-316.158539	967.090759	7.428006	-252.399780	865.754395	187.549362	-423.755890	1222.438110	200.296173	-441.398193	1194.881226	149.461868	-382.343414	1237.726196	194.563858	-447.524750	1143.986450	145.054764	-386.383026	1187.811890
47	0.4600	-35.081059	-339.561188	1008.709167	21.083092	-343.509735	1011.783569	-54.735336	-312.310394	964.247742	-0.890077	-316.158966	967.090515	7.427706	-252.399719	865.754211	187.458878	-423.678406	1222.447266	200.203400	-441.311157	1194.903809	149.378174	-382.275818	1237.724609	194.477158	-447.432281	1144.013306	144.953522	-386.295624	1187.811646
48	0.4700	-35.081589	-339.561584	1008.709167	21.082571	-343.510193	1011.783447	-54.735695	-312.308563	964.248535	-0.890496	-316.159424	967.090271	7.427397	-252.399658	865.753967	187.362930	-423.596924	1222.458252	200.105759	-441.220825	1194.928589	149.289169	-382.203461	1237.723999	194.386551	-447.337311	1144.042114	144.847992	-386.204742	1187.812134
49	0.4800	-35.082138	-339.562012	1008.709106	21.082031	-343.510620	1011.783386	-54.736073	-312.306763	964.249268	-0.890932	-316.159851	967.090027	7.427079	-252.399597	865.753784	187.261353	-423.511108	1222.471191	200.003174	-441.126923	1194.955566	149.194519	-382.126038	1237.724243	194.292068	-447.239655	1144.072876	144.738159	-386.110229	1187.813354
50	0.4900	-35.082706	-339.562408	1008.709106	21.081474	-343.511078	1011.783264	-54.736465	-312.304962	964.250000	-0.891384	-316.160309	967.089783	7.426752	-252.399551	865.753540	187.153976	-423.420715	1222.486206	199.895630	-441.029297	1194.984741	149.093857	-382.043274	1237.725342	194.193741	-447.139252	1144.105713	144.624008	-386.011932	1187.815308
51	0.5000	-35.083294	-339.562836	1008.709106	21.080900	-343.511505	1011.783203	-54.736877	-312.303162	964.250732	-0.891852	-316.160736	967.089539	7.426416	-252.399506	865.753357	187.040649	-423.325470	1222.503174	199.783096	-440.927673	1195.016235	148.986908	-381.954895	1237.727417	194.091599	-447.035980	1144.140381	144.505508	-385.909668	1187.817993
52	0.5100	-35.083900	-339.563263	1008.709045	21.080307	-343.511963	1011.783142	-54.737301	-312.301422	964.251404	-0.892337	-316.161194	967.089294	7.426070	-252.399475	865.753174	186.921265	-423.225037	1222.522095	199.665543	-440.821899	1195.050049	148.873367	-381.860565	1237.730347	193.985687	-446.929688	1144.177124	144.382660	-385.803284	1187.821411
53	0.5200	-35.084530	-339.563721	1008.709045	21.079697	-343.512421	1011.783081	-54.737743	-312.299683	964.252136	-0.892837	-316.161621	967.089050	7.425716	-252.399445	865.752930	186.795715	-423.119202	1222.543091	199.542999	-440.711731	1195.086060	148.753006	-381.760101	1237.734131	193.876068	-446.820343	1144.215698	144.255493	-385.692719	1187.825317
54	0.5300	-35.085175	-339.564148	1008.708984	21.079069	-343.512848	1011.783020	-54.738205	-312.297943	964.252808	-0.893354	-316.162079	967.088806	7.425353	-252.399414	865.752747	186.663925	-423.007660	1222.566162	199.415451	-440.596985	1195.124268	148.625610	-381.653137	1237.738647	193.762772	-446.707764	1144.256226	144.123978	-385.577759	1187.829956
55	0.5400	-35.085842	-339.564575	1008.708923	21.078423	-343.513306	1011.782898	-54.738678	-312.296234	964.253540	-0.893888	-316.162537	967.088562	7.424980	-252.399399	865.752563	186.525848	-422.890198	1222.591309	199.282944	-440.477478	1195.164795	148.491043	-381.539490	1237.744019	193.645889	-446.591919	1144.298706	143.988159	-385.458313	1187.835083
56	0.5500	-35.086529	-339.565033	1008.708862	21.077759	-343.513763	1011.782837	-54.739170	-312.294525	964.254211	-0.894437	-316.162964	967.088318	7.424598	-252.399384	865.752380	186.381500	-422.766541	1222.618408	199.145523	-440.353027	1195.207520	148.349167	-381.418854	1237.750000	193.525482	-446.472687	1144.342896	143.848083	-385.334290	1187.840820
57	0.5600	-35.087234	-339.565491	1008.708801	21.077076	-343.514221	1011.782837	-54.739677	-312.292877	964.254822	-0.895003	-316.163422	967.088135	7.424208	-252.399384	865.752258	186.230850	-422.636475	1222.647583	199.003235	-440.223480	1195.252441	148.199921	-381.290985	1237.756592	193.401596	-446.349945	1144.389038	143.703766	-385.205536	1187.847046
58	0.5700	-35.087959	-339.565948	1008.708740	21.076378	-343.514679	1011.782776	-54.740200	-312.291199	964.255493	-0.895585	-316.163849	967.087891	7.423808	-252.399384	865.752075	186.073975	-422.499725	1222.678711	198.856155	-440.088654	1195.299561	148.043259	-381.155640	1237.763672	193.274338	-446.223694	1144.436890	143.555283	-385.071960	1187.853638
59	0.5800	-35.088703	-339.566406	1008.708679	21.075659	-343.515137	1011.782715	-54.740738	-312.289551	964.256165	-0.896183	-316.164307	967.087646	7.423399	-252.399384	865.751892	185.910934	-422.356110	1222.711670	198.704391	-439.948395	1195.348633	147.879196	-381.012573	1237.771240	193.143799	-446.093750	1144.486450	143.402679	-384.933472	1187.860718
60	0.5900	-35.089466	-339.566895	1008.708618	21.074924	-343.515594	1011.782654	-54.741295	-312.287933	964.256775	-0.896797	-316.164734	967.087402	7.422982	-252.399399	865.751770	185.741806	-422.205444	1222.746460	198.548019	-439.802551	1195.399902	147.707779	-380.861542	1237.779297	193.010040	-445.960114	1144.537720	143.246048	-384.789978	1187.868164
61	0.6000	-35.090248	-339.567352	1008.708496	21.074171	-343.516052	1011.782593	-54.741867	-312.286346	964.257385	-0.897427	-316.165192	967.087219	7.422555	-252.399414	865.751587	185.566711	-422.047485	1222.783081	198.387161	-439.651031	1195.453125	147.529083	-380.702362	1237.787476	192.873169	-445.822693	1144.590576	143.085464	-384.641418	1187.875977
62	0.6100	-35.091053	-339.567841	1008.708435	21.073400	-343.516541	1011.782593	-54.742455	-312.284729	964.257996	-0.898074	-316.165649	967.086975	7.422119	-252.399445	865.751465	185.385818	-421.882080	1222.821533	198.221970	-439.493713	1195.508179	147.343231	-380.534790	1237.795898	192.733292	-445.681458	1144.645020	142.921005	-384.487732	1187.883911
63	0.6200	-35.091873	-339.568298	1008.708313	21.072613	-343.516998	1011.782532	-54.743057	-312.283173	964.258606	-0.898736	-316.166077	967.086731	7.421675	-252.399475	865.751343	185.199265	-421.709106	1222.861572	198.052551	-439.330475	1195.565186	147.150391	-380.358643	1237.804443	192.590500	-445.536285	1144.701050	142.752808	-384.328857	1187.892212
64	0.6300	-35.092716	-339.568787	1008.708252	21.071808	-343.517456	1011.782532	-54.743679	-312.281616	964.259155	-0.899415	-316.166534	967.086548	7.421221	-252.399506	865.751221	185.007248	-421.528381	1222.903198	197.879089	-439.161224	1195.624023	146.950729	-380.173737	1237.812988	192.444931	-445.387177	1144.758423	142.580963	-384.164734	1187.900635
65	0.6400	-35.093575	-339.569305	1008.708130	21.070984	-343.517944	1011.782471	-54.744312	-312.280090	964.259705	-0.900110	-316.166962	967.086304	7.420758	-252.399551	865.751099	184.809982	-421.339813	1222.946289	197.701736	-438.985901	1195.684448	146.744476	-379.979980	1237.821411	192.296677	-445.234100	1144.817383	142.405594	-383.995361	1187.909302
66	0.6500	-35.094456	-339.569794	1008.708008	21.070143	-343.518402	1011.782471	-54.744965	-312.278564	964.260315	-0.900821	-316.167419	967.086121	7.420287	-252.399597	865.750977	184.607681	-421.143311	1222.990845	197.520660	-438.804443	1195.746582	146.531860	-379.777161	1237.829712	192.145859	-445.076996	1144.877563	142.226837	-383.820740	1187.917969
67	0.6600	-35.095356	-339.570282	1008.707886	21.069283	-343.518890	1011.782471	-54.745636	-312.277069	964.260864	-0.901548	-316.167877	967.085876	7.419806	-252.399658	865.750854	184.400620	-420.938843	1223.036743	197.336044	-438.616821	1195.810181	146.313156	-379.565277	1237.837891	191.992584	-444.915863	1144.939087	142.044815	-383.640808	1187.926758
68	0.6700	-35.096272	-339.570801	1008.707764	21.068407	-343.519348	1011.782410	-54.746319	-312.275574	964.261353	-0.902291	-316.168304	967.085693	7.419317	-252.399719	865.750732	184.189026	-420.726318	1223.083984	197.148102	-438.423004	1195.875366	146.088654	-379.344208	1237.845581	191.837006	-444.750671	1145.001831	141.859680	-383.455627	1187.935547
69	0.6800	-35.097210	-339.571289	1008.707642	21.067513	-343.519836	1011.782410	-54.747021	-312.274109	964.261902	-0.903050	-316.168762	967.085510	7.418818	-252.399780	865.750610	183.973175	-420.505798	1223.132324	196.957016	-438.223022	1195.941895	145.858658	-379.113983	1237.852905	191.679245	-444.581451	1145.065674	141.671570	-383.265198	1187.944214
70	0.6900	-35.098167	-339.571808	1008.707520	21.066601	-343.520325	1011.782410	-54.747734	-312.272644	964.262451	-0.903825	-316.169189	967.085266	7.418312	-252.399857	865.750488	183.753372	-420.277283	1223.181763	196.763016	-438.016876	1196.009644	145.623505	-378.874634	1237.859863	191.519424	-444.408142	1145.130615	141.480667	-383.069580	1187.952881
71	0.7000	-35.099144	-339.572327	1008.707336	21.065672	-343.520782	1011.782410	-54.748466	-312.271210	964.262939	-0.904616	-316.169647	967.085083	7.417795	-252.399933	865.750427	183.529907	-420.040833	1223.232178	196.566284	-437.804596	1196.078491	145.383530	-378.626221	1237.866333	191.357666	-444.230835	1145.196411	141.287109	-382.868805	1187.961426
72	0.7100	-35.100140	-339.572845	1008.707214	21.064724	-343.521271	1011.782410	-54.749218	-312.269806	964.263428	-0.905423	-316.170105	967.084900	7.417270	-252.400009	865.750305	183.303101	-419.796600	1223.283447	196.367065	-437.586243	1196.148560	145.139099	-378.368896	1237.872192	191.194122	-444.049500	1145.263306	141.091064	-382.662964	1187.969849
73	0.7200	-35.101154	-339.573395	1008.707031	21.063761	-343.521759	1011.782410	-54.749981	-312.268402	964.263916	-0.906246	-316.170532	967.084656	7.416737	-252.400101	865.750244	183.073257	-419.544678	1223.335571	196.165573	-437.361938	1196.219482	144.890594	-378.102844	1237.877441	191.028915	-443.864197	1145.330933	140.892700	-382.452118	1187.978027
74	0.7300	-35.102188	-339.573914	1008.706909	21.062778	-343.522247	1011.782410	-54.750759	-312.267029	964.264343	-0.907085	-316.170990	967.084473	7.416194	-252.400192	865.750183	182.840698	-419.285309	1223.388428	195.962051	-437.131744	1196.291260	144.638382	-377.828278	1237.882080	190.862198	-443.674957	1145.399292	140.692215	-382.236389	1187.985962
75	0.7400	-35.103241	-339.574463	1008.706726	21.061779	-343.522736	1011.782410	-54.751556	-312.265656	964.264832	-0.907940	-316.171417	967.084290	7.415642	-252.400299	865.750061	182.605759	-419.018646	1223.441772	195.756714	-436.895844	1196.363770	144.382874	-377.545502	1237.885986	190.694092	-443.481842	1145.468384	140.489761	-382.015900	1187.993652
